provider,screener_name,scan_id,provider_id,status,stocks_count,error_message
ETnow,Bullish Cross - SMA 3 and 5 List of stocks where 3 day moving average has crossed the 5 day moving average from below. This crossover indicates a bullish trend,206,206,SUCCESS,250,
ETnow,Bullish Cross - SMA 3 and 7This crossover indicates a bullish signal where 3 day moving average has crossed above 7 day moving average from below,208,208,SUCCESS,250,
ETnow,Bullish Cross - SMA 5 and 10This crossover indicates a bullish signal where 5 day moving average of price has crossed above 10 day moving average from below,209,209,SUCCESS,135,
ETnow,Bullish Cross - SMA 5 and 20This crossover indicates a bullish signal where 5 day moving average of price has crossed above 20 day moving average from below,210,210,SUCCESS,78,
ETnow,Bullish Cross - SMA 7 and 26This crossover indicates a bullish signal where 7 day moving average of price has crossed above 26 day moving average from below,211,211,SUCCESS,51,
ETnow,Bullish Cross - SMA 7 and 14This crossover indicates a bullish signal where 7 day moving average of price has crossed above 14 day moving average from below,212,212,SUCCESS,95,
ETnow,"Golden Cross - SMA 50 and 200 Here, the 50 day moving average of price has crossed above the 200 day moving average from below. This crossover indicates a bullish signal and is called Golden Cross",214,214,SUCCESS,12,
ETnow,"Bullish Cross -SMA 3,5 and 7 Here, two short term moving averages of price i.e. 3day MA and 5day MA both have crossed above the 7day moving average. This is a strong Bullish crossover",215,215,SUCCESS,36,
ETnow,"Bearish Cross -SMA 3,5 and 7Here, two short term moving averages of price i.e. 3day MA and 5day MA both have crossed below the 7day moving average. This is a strong Bearish crossover",216,216,SUCCESS,52,
ETnow,"Death Cross - SMA 50 and 200 Here, the 50 day moving average of price has crossed below the 200 day moving average from above. This crossover indicates a bearish signal and is called Death Cross",217,217,SUCCESS,4,
ETnow,Bearish Cross - SMA 7 and 14This crossover indicates a bearish signal where 7 day moving average of price has crossed below 14 day moving average from above,218,218,SUCCESS,146,
ETnow,Bearish Cross - SMA 7 and 26This crossover indicates a bearish signal where 7 day moving average of price has crossed below 26 day moving average from above,219,219,SUCCESS,97,
ETnow,Bearish Cross - SMA 3 and 7This crossover indicates a bearish signal where 3 day moving average has crossed below 7 day moving average from above,220,220,SUCCESS,156,
ETnow,Bearish Cross - SMA 5 and 10This crossover indicates a bearish signal where 5 day moving average of price has crossed below the 10 day moving average from above,221,221,SUCCESS,218,
ETnow,Bearish Cross - SMA 5 and 20This crossover indicates a bearish signal where 5 day moving average of price has crossed below the 20 day moving average from above,222,222,SUCCESS,131,
ETnow,"Bearish Cross - SMA 3 and 5Stocks where 3day moving average has crossed below 5 day moving average from above, indicating a bullish signal",223,223,SUCCESS,192,
ETnow,Electrifying India Top stocks to invest in the Indian Power sector,226,226,SUCCESS,7,
ETnow,Sin Goods List of best stocks from the Tobacco & Alcoholic Beverages sector,227,227,SUCCESS,5,
ETnow,"Quality Low Beta stocks High quality, low on volatility with high passive returns",228,228,SUCCESS,37,
ETnow,"Turtle StocksSafe, low volatility stocks available at attractive prices",229,229,SUCCESS,24,
ETnow,Distressed Operations Track stocks with consistent decline in key business ratios,230,230,SUCCESS,47,
ETnow,Ready to Take Off List of stocks poised to break all barriers,231,231,SUCCESS,26,
ETnow,Overbought - RSI above 75Stocks having RSI above 75 and considered overbought. Indication of a bearish signal,309,309,SUCCESS,72,
ETnow,Oversold - RSI below 30 Stocks having RSI below 30 and considered oversold. Indication of a bullish signal,362,362,SUCCESS,52,
ETnow,Upward Momentum - Price & Volume Sudden increase in trading activity with high weekly returns,367,367,SUCCESS,99,
ETnow,Downward Momentum - Price & VolumeSudden increase in trading activity with negative weekly returns,371,371,SUCCESS,84,
ETnow,Previous Day Breakout - Up List of stocks which have closed above their previous day's high price,411,411,SUCCESS,2,
ETnow,Previous Day Breakout - Down Stocks which have closed below their previous day's low price,412,412,SUCCESS,26,
ETnow,Previous Month Breakout - UpList of stocks which have closed above their previous month's high price,413,413,SUCCESS,56,
ETnow,Previous Month Breakout - Down Stocks which have closed below their previous month's low price,417,417,SUCCESS,58,
ETnow,52W High Breakout - Up Stocks where price has crossed above its 52 week high price which is considered as a bullish signal,422,422,SUCCESS,2,
ETnow,52W Low Breakout - Down Stocks where current price has gone below its 52 week low price which indicates a bearish signal,423,423,SUCCESS,2,
ETnow,Price Near 52W High ZoneStocks where price has reached very close to its 52 week high price which indicates a possible price breakout,428,428,SUCCESS,250,
ETnow,Price Near 52W Low Zone Stocks where price has reached very near to its 52 week low price and indicates a possible breakdown,430,430,SUCCESS,250,
ETnow,Top Consumer Favorites Top brands loved by consumers at large,511,511,SUCCESS,11,
ETnow,Green Energy List of companies which tends to benefit from development of the renewable energy sector,513,513,SUCCESS,6,
ETnow,Handpicked PSU GemsList of top PSU stocks from all sectors,514,514,SUCCESS,10,
ETnow,Monopoly Business Stocks which have virtually no competition and holds a monopoly,515,515,SUCCESS,7,
ETnow,Beneficiaries - Increasing Gold PricesList of stocks which tends to benefit from increase in gold prices,517,517,SUCCESS,2,
ETnow,"The Tata Empire Companies part of TATA group, a global enterprise with stellar reputation & legacy of 150+ years",518,518,SUCCESS,22,
ETnow,The Ambani Group Invest in these companies to become a part of the legendary Ambani group,519,519,SUCCESS,7,
ETnow,The Adani Universe Invest in these companies and become a part of the Adani Group’s growth journey,520,520,SUCCESS,7,
ETnow,"House of BajajCompanies part of the Bajaj group, with footprint across a range of sectors",521,521,SUCCESS,10,
ETnow,"Hinduja GroupCompanies part of Hinduja group, with footprint across a range of sectors",522,522,SUCCESS,5,
ETnow,Conglomerate of Aditya Birla GroupInvest in these companies to become a part of the legendary Birla group,523,523,SUCCESS,7,
ETnow,The Mahindra Group List of companies part of the Mahindra Group,524,524,SUCCESS,8,
ETnow,Powerhouse of OP JindalList of companies part of the OP Jindal group,525,525,SUCCESS,11,
ETnow,The Vedanta GroupList of companies constituting the well known Vedanta group,526,526,SUCCESS,3,
ETnow,TVS GroupRide along the growth journey of the reputed TVS group of companies,527,527,SUCCESS,11,
ETnow,Summer KingsCompanies from the consumer durables sector with seasonal business cycles,528,528,SUCCESS,5,
ETnow,Insuring IndiaTop players from the Insurance sector,529,529,SUCCESS,5,
ETnow,Crude ConnectionList of companies directly impacted with the fluctuation in crude prices,530,530,SUCCESS,6,
ETnow,Protecting our CropsTop players from the Agro industry protecting our crops from decay,531,531,SUCCESS,6,
ETnow,Crushed By Crude Companies which have to take a hit with increasing crude prices,532,532,SUCCESS,4,
ETnow,Top Gainers List of stocks which have gained more than 2% in a single day,606,606,SUCCESS,250,
ETnow,Today's LosersList of stocks which have decreased more than 2% in a single day,612,612,SUCCESS,250,
ETnow,Weekly GainersList of stocks which have gained more than 10% in a week's time,614,614,SUCCESS,166,
ETnow,Weekly Losers List of stocks which have fallen more than 10% in last 7 days,643,643,SUCCESS,87,
ETnow,Monthly GainersList of stocks which have gained more than 15% in a month's time,644,644,SUCCESS,250,
ETnow,Monthly LosersList of stocks which lost more than 15% of their market value in a months time,645,645,SUCCESS,115,
ETnow,Stocks Near 52W HighList of stocks which have reached very close to their 52 week High prices,646,646,SUCCESS,250,
ETnow,Stocks Near 52W LowList of stocks which have reached very close to their 52 week Low prices,647,647,SUCCESS,250,
ETnow,Quarterly GainersList of stocks which have gained more than 30% in last 3 months,648,648,SUCCESS,250,
ETnow,Quarterly LosersList of stocks which lost more than 20% of their market value in last 3 months,649,649,SUCCESS,204,
ETnow,Annual GainersList of stocks which have gained more than 60% in last 12 months,651,651,SUCCESS,250,
ETnow,Annual LosersList of stocks which lost more than 30% of their Market Value in last 12 months,652,652,SUCCESS,250,
ETnow,"Low Beta Stocks Low beta stocks are stocks with a low volatility, meaning they are less likely to fluctuate in value. This makes them a less risky investment option",653,653,SUCCESS,250,
ETnow,"High Beta StocksHigh beta stocks are stocks with a high volatility, meaning they are more likely to fluctuate in value. This makes them a more risky but potentially more profitable investment option",654,654,SUCCESS,100,
ETnow,Low Volatility StocksStocks with low fluctuation on a daily basis and often considered to be a more stable and reliable investment option.,655,655,SUCCESS,58,
ETnow,High Volatility StocksStocks with high fluctuation on a daily basis and often considered to be risky but potentially more profitable investment option,656,656,SUCCESS,178,
ETnow,Stocks with Low PEThis screener helps you identify undervalued stocks on the basis of price-to-earnings ratio,657,657,SUCCESS,250,
ETnow,Stocks with High PEThis screener helps you identify stocks having PE ratio greater than,658,658,SUCCESS,250,
ETnow,High Price to Book This screener helps you identify stocks having P/B ratio greater than,659,659,SUCCESS,250,
ETnow,Morning Doji StarThe Morning Doji Star is a bullish reversal pattern that appears in a downtrend. It suggests that bears are losing control and bulls may take over.,709,709,SUCCESS,0,
ETnow,"Bearish Doji StarBearish Doji Star is a 3-candle pattern in an uptrend, signalling bearish reversal. It has a long white candle, followed by a Doji, and a long black candle.",710,710,SUCCESS,0,
ETnow,"Bearish EngulfingBearish Engulfing is a bearish reversal pattern in an uptrend, with a small white candle followed by a large black candle that fully ""engulfs"" it, suggesting bears are gaining control.",711,711,SUCCESS,0,
ETnow,"Evening Doji StarThe Evening Doji Star is a bearish reversal pattern in an uptrend, with a long white candle followed by a Doji, then a long black candle, suggesting bulls may be losing control.",712,712,SUCCESS,0,
ETnow,"Bullish Abandoned BabyIt is a bullish reversal pattern in a downtrend, with a Doji gap down below the previous candle, then a white candle that gaps up, suggesting bulls may be taking control.",713,713,SUCCESS,0,
ETnow,"White Spinning TopA White Spinning Top is a candle with a small body and long upper and lower shadows, indicating indecision in the market. It may suggest a potential reversal in an uptrend.",714,714,SUCCESS,65,
ETnow,"Evening StarThe Evening Star is a bearish reversal pattern in an uptrend, with a long white candle followed by a small-bodied candle and a long black candle, indicating bulls may be losing control.",715,715,SUCCESS,0,
ETnow,"Morning StarThe Morning Star is a bullish reversal pattern in a downtrend, with a long black candle followed by a small-bodied candle and a long white candle, indicating bears may be losing control.",716,716,SUCCESS,0,
ETnow,"One Candle Shooting StarThe One Candle Shooting Star is a bearish reversal pattern that appears on a chart in the context of an uptrend. It is a tall candle with a small body and a long upper shadow, suggesting that bulls may be losing control and bears may take over.",717,717,SUCCESS,0,
ETnow,"Bearish Harami CrossThe Bearish Harami Cross is a bearish reversal pattern in an uptrend, with a large white candle followed by a small black candle contained within it, indicating bulls may be losing control",718,718,SUCCESS,1,
ETnow,"Hanging ManThe Hanging Man is a bearish reversal pattern that appears on a chart in the context of an uptrend. It is a candle with a small body, long lower shadow, and little or no upper shadow, suggesting that bulls may be losing control and bears may take over",719,719,SUCCESS,0,
ETnow,"White Marubozu The White Marubozu is a bullish candle with a long white body and no shadows, indicating strong buying pressure and a potential uptrend",720,720,SUCCESS,11,
ETnow,"HammerThe Hammer is a bullish reversal pattern that appears on a chart in the context of a downtrend. It is a candle with a small body and a long lower shadow, suggesting that bears are losing control and bulls may take over",721,721,SUCCESS,0,
ETnow,"Dark Cover CloudThe Dark Cloud Cover is a bearish reversal pattern in an uptrend, with a long white candle followed by a black candle that opens above it and closes within it, indicating bears may be gaining control",722,722,SUCCESS,0,
ETnow,"Long White Candle A Long White Candle is a bullish candle with a long white body, indicating strong buying pressure and a potential uptrend",723,723,SUCCESS,20,
ETnow,"Bearish Belt HoldThe Bearish Belt Hold is a bearish reversal pattern in an uptrend, with a small body and a long upper shadow, indicating bulls may be losing control",724,724,SUCCESS,0,
ETnow,"Bullish Harami The Bullish Harami is a bullish reversal pattern in a downtrend, with a large black candle followed by a small white candle contained within it, indicating bears may be losing control",725,725,SUCCESS,0,
ETnow,"Black MarubozuThe Black Marubozu is a bearish candle with a long black body and no shadows, indicating strong selling pressure and a potential downtrend",726,726,SUCCESS,0,
ETnow,"Bearish Strong LineThe Bearish Strong Line is a bearish reversal pattern in an uptrend, with a long black candle and a small or no shadow, indicating bears may be taking control",728,728,SUCCESS,0,
ETnow,"Black Spinning Top The Black Spinning Top is a candle with a small body and long upper and lower shadows, indicating indecision in the market. It may suggest a potential reversal in a downtrend",729,729,SUCCESS,29,
ETnow,"DojiThe Doji is a candle with an open and close at the same price, indicating indecision in the market and potentially a reversal",730,730,SUCCESS,0,
ETnow,"Bearish HaramiThe Bearish Harami is a bearish reversal pattern in an uptrend, with a large white candle followed by a small black candle contained within it, indicating bulls may be losing control",732,732,SUCCESS,2,
ETnow,"Long Black CandleA Long Black Candle is a bearish candle with a long black body, indicating strong selling pressure and a potential downtrend",733,733,SUCCESS,0,
ETnow,"Bearish Abandoned BabyIt is a bearish reversal pattern in an uptrend, with a Doji gap up above the previous candle, then a black candle that gaps down, indicating bears may be taking control",734,734,SUCCESS,0,
ETnow,"Inverted HammerThe Inverted Hammer is a bullish reversal pattern in a downtrend, with a small body and a long upper shadow, indicating bears may be losing control",735,735,SUCCESS,0,
ETnow,"Bullish Doji StarThe Bullish Doji Star is a three-candle bullish reversal pattern in a downtrend, with a long black candle followed by a Doji and a long white candle, indicating bears may be losing control",736,736,SUCCESS,0,
ETnow,"Bullish Belt HoldThe Bullish Belt Hold is a bullish reversal pattern in a downtrend, with a small body and a long lower shadow, indicating bears may be losing control",737,737,SUCCESS,0,
ETnow,Bullish Harami CrossA Bullish Harami Cross is a bullish candlestick pattern indicating a potential reversal to an upward trend,738,738,SUCCESS,0,
ETnow,"Four Price DojiA Four Price Doji is a rare candlestick pattern where the open, high, low, and close prices are all the same. It indicates indecision in the market and can be a sign of a potential trend reversal",739,739,SUCCESS,1,
ETnow,Low Price to Book This screener helps you identify stocks having P/B ratio less than,740,740,SUCCESS,250,
ETnow,Low Price to SalesStocks with price-to-sales ratio of less than,741,741,SUCCESS,250,
ETnow,High Price to SalesStocks with price-to-sales ratio of more than,742,742,SUCCESS,250,
ETnow,Bullish MACD CrossoverList of stocks where the MACD line crosses from below to above the signal line. This crossover is considered bullish,787,787,SUCCESS,105,
ETnow,Bearish MACD CrossoverList of stocks where the MACD line crosses from above to above the signal line. This crossover is considered bearish,788,788,SUCCESS,133,
ETnow,RSI Crossover - Overbought ZoneStocks where the Relative Strength Index (RSI) has just crossed above 75 and entered into the overbought zone,789,789,SUCCESS,28,
ETnow,RSI Crossover - Oversold Zone Stocks where the Relative Strength Index (RSI) has just crossed below 25 and entered into the oversold zone,790,790,SUCCESS,13,
ETnow,Infrastructure Boost List of stocks which tends to benefit on major infrastructure spending in the upcoming union budget,1100,1100,SUCCESS,10,
ETnow,India DefenceCompanies in the defence sector which are beneficiaries of governments capex on India's defence,1101,1101,SUCCESS,10,
ETnow,Irrigation Stocks Companies manufacturing irrigation pumps & micro irrigation systems which will eventually benefit from governments initiative towards agriculture push,1104,1104,SUCCESS,11,
ETnow,Transporting IndiaLogistics companies which are potential beneficiaries of government's commitment towards creating a better supply chain in India,1105,1105,SUCCESS,25,
ETnow,Hospital & Allied servicesPotential beneficiaries of government's spending on healthcare initiatives,1106,1106,SUCCESS,28,
ETnow,Pesticides & Agro ChemicalsCompanies that help in improving agricultural productivity and potential beneficiaries of capex by the government in Agro sector,1107,1107,SUCCESS,20,
ETnow,Fertiliser stocksCompanies manufacturing fertilizers which will eventually benefit from governments initiative towards agriculture push,1108,1108,SUCCESS,25,
ETnow,Cement StocksCement manufacturing companies that tend to benefit from major infra related capex by government,1109,1109,SUCCESS,28,
ETnow,Agriculture and Allied ServicesStocks in agriculture and livestock space which tend to benefit from government spending on agriculture sector,1110,1110,SUCCESS,17,
ETnow,Building MaterialsList of stocks which benefit from initiatives like affordable housing & infrastructure boost by the government,1111,1111,SUCCESS,42,
ETnow,Renewable EnergyList of stocks working towards renewable energy generation which are potential beneficiaries of governments commitment towards a green & carbon free India,1112,1112,SUCCESS,9,
ETnow,52 wk high large cap stocks52 wk high large cap stocks,1987,1987,SUCCESS,134,
ETnow,High Dividend Stocks High Dividend Stocks,3548,3548,SUCCESS,19,
ETnow,Textile Penny Stocks Textile Penny Stocks,3565,3565,SUCCESS,14,
ETnow,Banks Stocks Banks Stocks,3566,3566,SUCCESS,40,
ETnow,Agriculture/Horticulture/Livestock Stocks Agriculture/Horticulture/Livestock Stocks,3567,3567,SUCCESS,21,
ETnow,Agro Processing Stocks Agro Processing Stocks,3568,3568,SUCCESS,43,
ETnow,Airlines Stocks Airlines Stocks,3569,3569,SUCCESS,4,
ETnow,Apparels StocksApparels Stocks,3570,3570,SUCCESS,48,
ETnow,Aquaculture StocksAquaculture Stocks,3572,3572,SUCCESS,4,
ETnow,Auto StocksAuto Stocks,3573,3573,SUCCESS,19,
ETnow,Auto Ancillaries StocksAuto Ancillaries Stocks,3574,3574,SUCCESS,113,
ETnow,Beverages - Alcoholic StocksBeverages - Alcoholic Stocks,3575,3575,SUCCESS,16,
ETnow,Building Materials StocksBuilding Materials Stocks,3576,3576,SUCCESS,45,
ETnow,Cables StocksCables Stocks,3577,3577,SUCCESS,16,
ETnow,Cement StocksCement Stocks,3578,3578,SUCCESS,31,
ETnow,Chemicals StocksChemicals Stocks,3579,3579,SUCCESS,142,
ETnow,Construction StocksConstruction Stocks,3580,3580,SUCCESS,60,
ETnow,Consumer Durables StocksConsumer Durables Stocks,3581,3581,SUCCESS,55,
ETnow,Defence Stocks Defence Stocks,3582,3582,SUCCESS,10,
ETnow,Diversified Stocks Diversified Stocks,3583,3583,SUCCESS,32,
ETnow,Electric/Electronics Stocks Electric/Electronics Stocks,3584,3584,SUCCESS,58,
ETnow,Engineering Stocks Engineering Stocks,3585,3585,SUCCESS,118,
ETnow,Fertilisers StocksFertilisers Stocks,3586,3586,SUCCESS,25,
ETnow,Financial Services StocksFinancial Services Stocks,3587,3587,SUCCESS,237,
ETnow,FMCG StocksFMCG Stocks,3590,3590,SUCCESS,54,
ETnow,Gas & Petroleum StocksGas & Petroleum Stocks,3591,3591,SUCCESS,27,
ETnow,Gems and Jewellery StocksGems and Jewellery Stocks,3592,3592,SUCCESS,33,
ETnow,Glass StocksGlass Stocks,3593,3593,SUCCESS,9,
ETnow,Holding Company StocksHolding Company Stocks,3594,3594,SUCCESS,39,
ETnow,Infrastructure StocksInfrastructure Stocks,3595,3595,SUCCESS,28,
ETnow,Hospitals & Allied Services StocksHospitals & Allied Services Stocks,3596,3596,SUCCESS,39,
ETnow,InvIT Stocks InvIT Stocks,3597,3597,SUCCESS,1,
ETnow,Industrial Consumables Stocks Industrial Consumables Stocks,3598,3598,SUCCESS,39,
ETnow,Industrial Equipment Stocks Industrial Equipment Stocks,3599,3599,SUCCESS,0,
ETnow,IT - Hardware Stocks IT - Hardware Stocks,3600,3600,SUCCESS,16,
ETnow,IT Enabled Services StocksIT Enabled Services Stocks,3601,3601,SUCCESS,13,
ETnow,Irrigation & Allied Services StocksIrrigation & Allied Services Stocks,3602,3602,SUCCESS,11,
ETnow,Learning & Education StocksLearning & Education Stocks,3603,3603,SUCCESS,11,
ETnow,Leather StocksLeather Stocks,3604,3604,SUCCESS,16,
ETnow,Logistics StocksLogistics Stocks,3605,3605,SUCCESS,36,
ETnow,Media & Entertainment StocksMedia & Entertainment Stocks,3606,3606,SUCCESS,47,
ETnow,Metals - Ferrous StocksMetals - Ferrous Stocks,3607,3607,SUCCESS,92,
ETnow,Metals - Non Ferrous StocksMetals - Non Ferrous Stocks,3608,3608,SUCCESS,37,
ETnow,Mining StocksMining Stocks,3609,3609,SUCCESS,23,
ETnow,Miscellaneous Stocks Miscellaneous Stocks,3610,3610,SUCCESS,152,
ETnow,NBFC Stocks NBFC Stocks,3611,3611,SUCCESS,67,
ETnow,Packaging Stocks Packaging Stocks,3612,3612,SUCCESS,37,
ETnow,Paper Stocks Paper Stocks,3613,3613,SUCCESS,43,
ETnow,Pesticides/Agro Chemicals Stocks Pesticides/Agro Chemicals Stocks,3614,3614,SUCCESS,25,
ETnow,Petrochemicals Stocks Petrochemicals Stocks,3615,3615,SUCCESS,22,
ETnow,Pharmaceuticals StocksPharmaceuticals Stocks,3616,3616,SUCCESS,155,
ETnow,Plastics StocksPlastics Stocks,3617,3617,SUCCESS,55,
ETnow,Power StocksPower Stocks,3618,3618,SUCCESS,41,
ETnow,Rubber Stocks Rubber Stocks,3619,3619,SUCCESS,11,
ETnow,Real Estate StocksReal Estate Stocks,3620,3620,SUCCESS,79,
ETnow,Retail StocksRetail Stocks,3621,3621,SUCCESS,21,
ETnow,Services StocksServices Stocks,3622,3622,SUCCESS,56,
ETnow,Shipping StocksShipping Stocks,3623,3623,SUCCESS,16,
ETnow,Sugar StocksSugar Stocks,3624,3624,SUCCESS,32,
ETnow,Tea / Coffee StocksTea / Coffee Stocks,3625,3625,SUCCESS,15,
ETnow,Telecommunications StocksTelecommunications Stocks,3626,3626,SUCCESS,26,
ETnow,Tourism & Hospitality Stocks Tourism & Hospitality Stocks,3630,3630,SUCCESS,60,
ETnow,IT Software Stocks IT Software Stocks,3633,3633,SUCCESS,128,
ETnow,High Dividend Yield Stocks High Dividend Yield Stocks,7913,7913,SUCCESS,47,
ETnow,Low P/E Ratio Stocks Low P/E Ratio Stocks,7914,7914,SUCCESS,250,
ETnow,Growth StocksGrowth Stocks,7915,7915,SUCCESS,250,
ETnow,"High Dividend Yield StocksIdentifies stocks with significant dividend payouts relative to their stock price, indicating potential income generation for investors. Screens for stocks where Dividend Yield is greater than 4%.",8473,8473,SUCCESS,47,
ETnow,"Low P/E Ratio Stocks Spotlights stocks with lower Price-to-Earnings ratios, suggesting potentially undervalued companies or those with steady earnings. Filters stocks where Trailing Twelve Months (TTM) Price-to-Earnings ratio is less than 15.",8474,8474,SUCCESS,250,
ETnow,"Growth StocksPinpoints stocks with robust Earnings Per Share (EPS) growth, highlighting companies potentially experiencing rapid expansion and future profitability. Selects stocks where EPS growth is greater than 4%.",8475,8475,SUCCESS,250,
ETnow,"Undervalued Stocks Identifies stocks that may be trading below their intrinsic value, potentially presenting investment opportunities for value-conscious investors. Filters stocks where Trailing Twelve Months (TTM) Price-to-Book ratio is less than 1.",8476,8476,SUCCESS,250,
